t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
8.000000000000000444e-01,0.000000000000000000e+00,-2.481377989241312643e-01,-6.316492945379912315e-03,3.167826711549933449e+00,7.348635502337037551e-01,-9.603530915214638546e-04,2.999999999999999889e-01,-7.346106887100611882e-01,-1.927624172427509427e-02,-1.116319401655327281e+00,-2.727562079071597922e-02,-3.733152135117984941e-03
8.200000000000000622e-01,0.000000000000000000e+00,-2.630525579059864727e-01,-6.707424197247926351e-03,3.167767521026428668e+00,7.570876243149021745e-01,-1.078561031733815028e-03,2.999999999999999889e-01,-7.568282897901190687e-01,-1.981440547041548456e-02,-1.105244049971992659e+00,-2.653224651063411030e-02,-4.192658697616452601e-03
8.399999999999999689e-01,0.000000000000000000e+00,-2.784093757304717531e-01,-7.108966669610803854e-03,3.167699797684525365e+00,7.790781833695096248e-01,-1.187681231733951365e-03,2.999999999999999889e-01,-7.788126952372469436e-01,-2.033719596282363914e-02,-1.093005377534624012e+00,-2.573852894903097890e-02,-4.616838834506198364e-03
8.599999999999999867e-01,0.000000000000000000e+00,-2.942033580364472600e-01,-7.520802922150230350e-03,3.167623691235081029e+00,8.008122768399179581e-01,-1.289037699689992182e-03,2.999999999999999889e-01,-8.005409709867020718e-01,-2.084362034776148301e-02,-1.079636619376945106e+00,-2.489586929514106886e-02,-5.010839314492894839e-03
8.800000000000000044e-01,0.000000000000000000e+00,-3.104291584284837313e-01,-7.942595937710935153e-03,3.167539324855315641e+00,8.222676196582066055e-01,-1.383777817538542169e-03,2.999999999999999889e-01,-8.219908476744142156e-01,-2.133271379527560199e-02,-1.065171010532680373e+00,-2.400566873819887093e-02,-5.379120314003529163e-03
9.000000000000000222e-01,0.000000000000000000e+00,-3.270809917708782377e-01,-8.373989682776458721e-03,3.167446797095791577e+00,8.434225922578525436e-01,-1.472900529238141019e-03,2.999999999999999889e-01,-8.431407206369899709e-01,-2.180353949919730874e-02,-1.049641786035555135e+00,-2.306932846743891402e-02,-5.725564992653816611e-03
9.200000000000000400e-01,0.000000000000000000e+00,-3.441526474816665182e-01,-8.814609667944813334e-03,3.167346183534743176e+00,8.642562405858674746e-01,-1.557279710560569323e-03,2.999999999999999889e-01,-8.639696499117093254e-01,-2.225518867714261148e-02,-1.033082180919295601e+00,-2.208824967209573401e-02,-6.053570337901774574e-03
9.400000000000000577e-01,0.000000000000000000e+00,-3.616375028266360370e-01,-9.264063508404155045e-03,3.167237538210948333e+00,8.847482761154260578e-01,-1.637683628051996932e-03,2.999999999999999889e-01,-8.844573602365257692e-01,-2.268678057051215502e-02,-1.015525430217624869e+00,-2.106383354140376266e-02,-6.366122807179459657e-03
9.599999999999999645e-01,0.000000000000000000e+00,-3.795285362133409279e-01,-9.721941484408518075e-03,3.167120894861636504e+00,9.048790758590367078e-01,-1.714791210886671205e-03,2.999999999999999889e-01,-9.045842410500691821e-01,-2.309746244449132832e-02,-9.970047689642683730e-01,-1.999748126459756706e-02,-6.665861580854883645e-03
9.799999999999999822e-01,0.000000000000000000e+00,-3.978183404851143301e-01,-1.018781710175349457e-02,3.166996267987994162e+00,9.246296823822994781e-01,-1.789205715435615140e-03,2.999999999999999889e-01,-9.243313464916432798e-01,-2.348640958805018816e-02,-9.775534321929518766e-01,-1.889059403091165878e-02,-6.955131679976243528e-03
