t,x,y,theta,v,phi,phi_dot
3.160000000000000142e+00,-3.135067816500903604e+00,-1.417439947181946547e+00,-3.855702960034372295e-01,3.242919000801861573e-01,-1.132086662797058153e-03,9.317410403726371273e-04
3.180000000000000160e+00,-3.129060968838386358e+00,-1.419878142518250064e+00,-3.855985887252006972e-01,3.239903226033767902e-01,-1.113254587378012051e-03,9.514876938002377396e-04
3.200000000000000178e+00,-3.123059791600621526e+00,-1.422314232218899077e+00,-3.856263759438037231e-01,3.236872985909706735e-01,-1.094026301149585633e-03,9.713624320334100521e-04
3.220000000000000195e+00,-3.117064310179520348e+00,-1.424748202047227075e+00,-3.856536484336068882e-01,3.233828334003374105e-01,-1.074399223723409994e-03,9.913671267511926007e-04
3.240000000000000213e+00,-3.111074549847637982e+00,-1.427180037758012610e+00,-3.856803969388021280e-01,3.230769323823746708e-01,-1.054370737129516067e-03,1.011503664475697957e-03
3.260000000000000231e+00,-3.105090535758343595e+00,-1.429609725097549910e+00,-3.857066121729462727e-01,3.227696008815229556e-01,-1.033938185516919839e-03,1.031773946831573150e-03
3.280000000000000249e+00,-3.099112292945989555e+00,-1.432037249803722601e+00,-3.857322848184938091e-01,3.224608442357810856e-01,-1.013098874848925111e-03,1.052179890807829069e-03
3.300000000000000266e+00,-3.093139846326075748e+00,-1.434462597606073864e+00,-3.857574055263268686e-01,3.221506677767219107e-01,-9.918500725932129745e-04,1.072723429022082219e-03
3.320000000000000284e+00,-3.087173220695422327e+00,-1.436885754225879719e+00,-3.857819649152844921e-01,3.218390768295081861e-01,-9.701890074066321559e-04,1.093406509987276259e-03
3.340000000000000302e+00,-3.081212440732338020e+00,-1.439306705376220519e+00,-3.858059535716883981e-01,3.215260767129089481e-01,-9.481128688145247507e-04,1.114231098380927135e-03
3.359999999999999876e+00,-3.075257530996784450e+00,-1.441725436762053558e+00,-3.858293620488689735e-01,3.212116727393155569e-01,-9.256188068848212333e-04,1.135199175316922585e-03
3.379999999999999893e+00,-3.069308515930547543e+00,-1.444141934080284351e+00,-3.858521808666868780e-01,3.208958702147585718e-01,-9.027039318965057431e-04,1.156312738619979684e-03
3.399999999999999911e+00,-3.063365419857405847e+00,-1.446556183019839237e+00,-3.858744005110547604e-01,3.205786744389248488e-01,-8.793653140026644810e-04,1.177573803102746315e-03
3.419999999999999929e+00,-3.057428266983297949e+00,-1.448968169261736660e+00,-3.858960114334547553e-01,3.202600907051746937e-01,-8.555999828878990731e-04,1.198984400845679510e-03
3.439999999999999947e+00,-3.051497081396491673e+00,-1.451377878479160888e+00,-3.859170040504563137e-01,3.199401243005589035e-01,-8.314049274201919639e-04,1.220546581479668323e-03
3.459999999999999964e+00,-3.045571887067751948e+00,-1.453785296337531507e+00,-3.859373687432295918e-01,3.196187805058370857e-01,-8.067770952970202249e-04,1.242262412471525305e-03
3.479999999999999982e+00,-3.039652707850508673e+00,-1.456190408494576927e+00,-3.859570958570577304e-01,3.192960645954951993e-01,-7.817133926857610391e-04,1.264133979412374086e-03
3.500000000000000000e+00,-3.033739567481025912e+00,-1.458593200600407425e+00,-3.859761757008469685e-01,3.189719818377639293e-01,-7.562106838583079792e-04,1.286163386308982306e-03
3.520000000000000018e+00,-3.027832489578571540e+00,-1.460993658297584874e+00,-3.859945985466339824e-01,3.186465374946374496e-01,-7.302657908198079834e-04,1.308352755878103638e-03
3.540000000000000036e+00,-3.021931497645580667e+00,-1.463391767221196238e+00,-3.860123546290911145e-01,3.183197368218917966e-01,-7.038754929314982103e-04,1.330704229843900684e-03
3.560000000000000053e+00,-3.016036615067830606e+00,-1.465787512998925957e+00,-3.860294341450288824e-01,3.179915850691040768e-01,-6.770365265275518109e-04,1.353219969238483216e-03
3.580000000000000071e+00,-3.010147865114603416e+00,-1.468180881251126113e+00,-3.860458272528967116e-01,3.176620874796720062e-01,-6.497455845258999800e-04,1.375902154705623773e-03
3.600000000000000089e+00,-3.004265270938860422e+00,-1.470571857590891041e+00,-3.860615240722806707e-01,3.173312492908329507e-01,-6.219993160329237132e-04,1.398752986807724578e-03
3.620000000000000107e+00,-2.998388855577402090e+00,-1.472960427624126156e+00,-3.860765146833981531e-01,3.169990757336847431e-01,-5.937943259419814403e-04,1.421774686336091690e-03
3.640000000000000124e+00,-2.992518641951046554e+00,-1.475346576949623900e+00,-3.860907891265915048e-01,3.166655720332045565e-01,-5.651271745257156146e-04,1.444969494624553496e-03
3.660000000000000142e+00,-2.986654652864788151e+00,-1.477730291159132126e+00,-3.861043374018173768e-01,3.163307434082704983e-01,-5.359943770220165033e-04,1.468339673866512866e-03
3.680000000000000160e+00,-2.980796911007973282e+00,-1.480111555837427595e+00,-3.861171494681341354e-01,3.159945950716816498e-01,-5.063924032136522856e-04,1.491887507435487627e-03
3.700000000000000178e+00,-2.974945438954465171e+00,-1.482490356562389255e+00,-3.861292152431868296e-01,3.156571322301791049e-01,-4.763176770014194701e-04,1.515615300209188342e-03
3.720000000000000195e+00,-2.969100259162812172e+00,-1.484866678905068405e+00,-3.861405246026886617e-01,3.153183600844676193e-01,-4.457665759707804564e-04,1.539525378897213005e-03
3.740000000000000213e+00,-2.963261393976417857e+00,-1.487240508429760855e+00,-3.861510673799001814e-01,3.149782838292365938e-01,-4.147354309519486119e-04,1.563620092372408274e-03
3.760000000000000231e+00,-2.957428865623707992e+00,-1.489611830694080208e+00,-3.861608333651053160e-01,3.146369086531824455e-01,-3.832205255732358995e-04,1.587901812005979236e-03
3.780000000000000249e+00,-2.951602696218298849e+00,-1.491980631249029132e+00,-3.861698123050845699e-01,3.142942397390303677e-01,-3.512180958077489794e-04,1.612372932006386934e-03
3.800000000000000266e+00,-2.945782907759165958e+00,-1.494346895639070860e+00,-3.861779939025852260e-01,3.139502822635569790e-01,-3.187243295131760696e-04,1.637035869762138189e-03
3.820000000000000284e+00,-2.939969522130814639e+00,-1.496710609402202907e+00,-3.861853678157886605e-01,3.136050413976128048e-01,-2.857353659647644210e-04,1.661893066188481786e-03
3.840000000000000302e+00,-2.934162561103442979e+00,-1.499071758070026128e+00,-3.861919236577743830e-01,3.132585223061455371e-01,-2.522472953812696138e-04,1.686946986078138129e-03
3.859999999999999876e+00,-2.928362046333115032e+00,-1.501430327167820877e+00,-3.861976509959806347e-01,3.129107301482232928e-01,-2.182561584438487314e-04,1.712200118456080541e-03
3.879999999999999893e+00,-2.922567999361929125e+00,-1.503786302214614734e+00,-3.862025393516629324e-01,3.125616700770580403e-01,-1.837579458078750488e-04,1.737654976938464955e-03
3.899999999999999911e+00,-2.916780441618182174e+00,-1.506139668723257774e+00,-3.862065781993478941e-01,3.122113472400295797e-01,-1.487485976074374733e-04,1.763314100095783425e-03
3.919999999999999929e+00,-2.910999394416541985e+00,-1.508490412200492514e+00,-3.862097569662848451e-01,3.118597667787101901e-01,-1.132240029526353545e-04,1.789180051820262515e-03
3.939999999999999947e+00,-2.905224878958213353e+00,-1.510838518147027631e+00,-3.862120650318942583e-01,3.115069338288881662e-01,-7.717999941939960239e-05,1.815255421697678289e-03
3.959999999999999964e+00,-2.899456916331108136e+00,-1.513183972057608573e+00,-3.862134917272109225e-01,3.111528535205938528e-01,-4.061237253188155349e-05,1.841542825383533054e-03
3.979999999999999982e+00,-2.893695527510012244e+00,-1.515526759421090164e+00,-3.862140263343268876e-01,3.107975309781237372e-01,-3.516855237259557458e-06,1.868044904983779016e-03
4.000000000000000000e+00,-2.887940733356755274e+00,-1.517866865720508773e+00,-3.862136580858275270e-01,3.104409713200667054e-01,3.411087262712267127e-05,1.894764329440100804e-03
4.019999999999999574e+00,-2.882192554620377489e+00,-1.520204276433154034e+00,-3.862123761642265451e-01,3.100831796593292999e-01,7.227518487436086444e-05,1.921703794919845092e-03
4.040000000000000036e+00,-2.876451011937297686e+00,-1.522538977030641671e+00,-3.862101697013962665e-01,3.097241611031619213e-01,1.109805095164256714e-04,1.948866025210689492e-03
4.059999999999999609e+00,-2.870716125831485055e+00,-1.524870952978984340e+00,-3.862070277779943717e-01,3.093639207531857505e-01,1.502313293205938987e-04,1.976253772120107298e-03
4.080000000000000071e+00,-2.864987916714623051e+00,-1.527200189738663560e+00,-3.862029394228870260e-01,3.090024637054183954e-01,1.900321823738308259e-04,2.003869815879732834e-03
4.099999999999999645e+00,-2.859266404886280810e+00,-1.529526672764703665e+00,-3.861978936125684547e-01,3.086397950503022014e-01,2.303876626553902243e-04,2.031716965554650374e-03
4.119999999999999218e+00,-2.853551610534081462e+00,-1.531850387506741740e+00,-3.861918792705762438e-01,3.082759198727307859e-01,2.713024206176133427e-04,2.059798059457789658e-03
4.139999999999999680e+00,-2.847843553733867772e+00,-1.534171319409100676e+00,-3.861848852669035326e-01,3.079108432520769045e-01,3.127811637750726450e-04,2.088115965569386362e-03
4.159999999999999254e+00,-2.842142254449873118e+00,-1.536489453910860892e+00,-3.861769004174059328e-01,3.075445702622211508e-01,3.548286573021455044e-04,2.116673581961686645e-03
4.179999999999999716e+00,-2.836447732534889354e+00,-1.538804776445932720e+00,-3.861679134832062821e-01,3.071771059715794339e-01,3.974497246391610903e-04,2.145473837228936091e-03
4.199999999999999289e+00,-2.830760007730434680e+00,-1.541117272443127240e+00,-3.861579131700940137e-01,3.068084554431321220e-01,4.406492481071685335e-04,2.174519690922732413e-03
4.219999999999999751e+00,-2.825079099666921500e+00,-1.543426927326230658e+00,-3.861468881279202514e-01,3.064386237344537967e-01,4.844321695315002472e-04,2.203814133992869004e-03
4.239999999999999325e+00,-2.819405027863827851e+00,-1.545733726514074036e+00,-3.861348269499902952e-01,3.060676158977412853e-01,5.288034908741797357e-04,2.233360189233693591e-03
4.259999999999999787e+00,-2.813737811729859484e+00,-1.548037655420605896e+00,-3.861217181724501679e-01,3.056954369798446924e-01,5.737682748753102297e-04,2.263160911736135979e-03
4.279999999999999361e+00,-2.808077470563125733e+00,-1.550338699454965274e+00,-3.861075502736703857e-01,3.053220920222968759e-01,6.193316457036159928e-04,2.293219389345436520e-03
4.299999999999999822e+00,-2.802424023551302046e+00,-1.552636844021552776e+00,-3.860923116736236227e-01,3.049475860613442557e-01,6.654987896161145087e-04,2.323538743124725810e-03
4.319999999999999396e+00,-2.796777489771802738e+00,-1.554932074520102070e+00,-3.860759907332602103e-01,3.045719241279774003e-01,7.122749556271452780e-04,2.354122127824463413e-03
4.339999999999999858e+00,-2.791137888191943972e+00,-1.557224376345753614e+00,-3.860585757538766427e-01,3.041951112479625574e-01,7.596654561869567793e-04,2.384972732357953755e-03
4.359999999999999432e+00,-2.785505237669118284e+00,-1.559513734889125702e+00,-3.860400549764825273e-01,3.038171524418729619e-01,8.076756678696095457e-04,2.416093780282858525e-03
4.379999999999999893e+00,-2.779879556950958897e+00,-1.561800135536386414e+00,-3.860204165811599863e-01,3.034380527251208659e-01,8.563110320708882707e-04,2.447488530289013489e-03
4.399999999999999467e+00,-2.774260864675509364e+00,-1.564083563669324883e+00,-3.859996486864203935e-01,3.030578171079900685e-01,9.055770557157867681e-04,2.479160276692440445e-03
4.419999999999999929e+00,-2.768649179371390545e+00,-1.566364004665425247e+00,-3.859777393485561703e-01,3.026764505956680007e-01,9.554793119760440290e-04,2.511112349935803664e-03
4.439999999999999503e+00,-2.763044519457972914e+00,-1.568641443897937471e+00,-3.859546765609868091e-01,3.022939581882796989e-01,1.006023440997742650e-03,2.543348117095328188e-03
4.459999999999999964e+00,-2.757446903245538650e+00,-1.570915866735949518e+00,-3.859304482536012326e-01,3.019103448809205559e-01,1.057215150639078923e-03,2.575870982394305730e-03
4.479999999999999538e+00,-2.751856348935457941e+00,-1.573187258544458622e+00,-3.859050422920946577e-01,3.015256156636903495e-01,1.109060217218563703e-03,2.608684387723303119e-03
4.500000000000000000e+00,-2.746272874620347526e+00,-1.575455604684445454e+00,-3.858784464773007405e-01,3.011397755217275485e-01,1.161564486273506617e-03,2.641791813167142667e-03
4.519999999999999574e+00,-2.740696498284249216e+00,-1.577720890512943175e+00,-3.858506485445182821e-01,3.007528294352441733e-01,1.214733873329359743e-03,2.675196777538801484e-03
4.540000000000000036e+00,-2.735127237802791100e+00,-1.579983101383112709e+00,-3.858216361628339364e-01,3.003647823795600469e-01,1.268574364679616109e-03,2.708902838920313437e-03
4.559999999999999609e+00,-2.729565110943358519e+00,-1.582242222644311802e+00,-3.857913969344384242e-01,2.999756393251393205e-01,1.323092018176606375e-03,2.742913595210729263e-03
4.580000000000000071e+00,-2.724010135365262819e+00,-1.584498239642169182e+00,-3.857599183939383614e-01,2.995854052376251131e-01,1.378292964033479926e-03,2.777232684681400689e-03
4.599999999999999645e+00,-2.718462328619908330e+00,-1.586751137718655613e+00,-3.857271880076623138e-01,2.991940850778768701e-01,1.434183405637215122e-03,2.811863786538481430e-03
4.620000000000000107e+00,-2.712921708150962896e+00,-1.589000902212155619e+00,-3.856931931729628005e-01,2.988016838020061128e-01,1.490769620372981580e-03,2.846810621492952987e-03
4.639999999999999680e+00,-2.707388291294523075e+00,-1.591247518457540089e+00,-3.856579212175106908e-01,2.984082063614139080e-01,1.548057960460055490e-03,2.882076952338168737e-03
4.659999999999999254e+00,-2.701862095279285114e+00,-1.593490971786238886e+00,-3.856213593985859944e-01,2.980136577028286715e-01,1.606054853799240715e-03,2.917666584535060295e-03
4.679999999999999716e+00,-2.696343137226712816e+00,-1.595731247526311458e+00,-3.855834949023623781e-01,2.976180427683431384e-01,1.664766804832197664e-03,2.953583366805178755e-03
4.699999999999999289e+00,-2.690831434151205404e+00,-1.597968331002520115e+00,-3.855443148431862976e-01,2.972213664954536649e-01,1.724200395412600834e-03,2.989831191731571677e-03
4.719999999999999751e+00,-2.685327002960265830e+00,-1.600202207536401078e+00,-3.855038062628493023e-01,2.968236338170986977e-01,1.784362285689511385e-03,3.026413996367761233e-03
4.739999999999999325e+00,-2.679829860454669088e+00,-1.602432862446337092e+00,-3.854619561298573971e-01,2.964248496616973538e-01,1.845259215002839018e-03,3.063335762854790117e-03
4.759999999999999787e+00,-2.674340023328631855e+00,-1.604660281047629367e+00,-3.854187513386907460e-01,2.960250189531902221e-01,1.906898002791428300e-03,3.100600519046606274e-03
4.779999999999999361e+00,-2.668857508169977688e+00,-1.606884448652569519e+00,-3.853741787090609328e-01,2.956241466110783866e-01,1.969285549513623713e-03,3.138212339143804652e-03
4.799999999999999822e+00,-2.663382331460309782e+00,-1.609105350570511517e+00,-3.853282249851597840e-01,2.952222375504646168e-01,2.032428837580559783e-03,3.176175344335888627e-03
4.819999999999999396e+00,-2.657914509575176165e+00,-1.611322972107944285e+00,-3.852808768349036406e-01,2.948192966820941119e-01,2.096334932302487859e-03,3.214493703452192021e-03
4.839999999999999858e+00,-2.652454058784238899e+00,-1.613537298568562983e+00,-3.852321208491712445e-01,2.944153289123957462e-01,2.161010982848124602e-03,3.253171633621574493e-03
4.859999999999999432e+00,-2.647000995251442390e+00,-1.615748315253340506e+00,-3.851819435410344661e-01,2.940103391435246460e-01,2.226464223217311435e-03,3.292213400941008689e-03
4.879999999999999893e+00,-2.641555335035182583e+00,-1.617956007460601642e+00,-3.851303313449835897e-01,2.936043322734039340e-01,2.292701973227200072e-03,3.331623321153256035e-03
4.899999999999999467e+00,-2.636117094088473944e+00,-1.620160360486093687e+00,-3.850772706161469383e-01,2.931973131957677503e-01,2.359731639511902096e-03,3.371405760333652437e-03
4.919999999999999929e+00,-2.630686288259117767e+00,-1.622361359623057275e+00,-3.850227476295022266e-01,2.927892868002046067e-01,2.427560716536198478e-03,3.411565135586267557e-03
4.939999999999999503e+00,-2.625262933289873590e+00,-1.624558990162300764e+00,-3.849667485790830845e-01,2.923802579722013517e-01,2.496196787623090451e-03,3.452105915749476700e-03
4.959999999999999964e+00,-2.619847044818622628e+00,-1.626753237392271290e+00,-3.849092595771775871e-01,2.919702315931874126e-01,2.565647525995685269e-03,3.493032622111150436e-03
4.979999999999999538e+00,-2.614438638378540514e+00,-1.628944086599125818e+00,-3.848502666535221217e-01,2.915592125405793711e-01,2.635920695833299330e-03,3.534349829133541336e-03
5.000000000000000000e+00,-2.609037729398262950e+00,-1.631131523066804645e+00,-3.847897557544860403e-01,2.911472056878264270e-01,2.707024153342426145e-03,3.576062165188112832e-03
5.019999999999999574e+00,-2.603644333202054462e+00,-1.633315532077103338e+00,-3.847277127422512044e-01,2.907342159044562502e-01,2.778965847842230445e-03,3.618174313300308483e-03
