t,solve_time,solver_success,solver_status,number_of_config_obstacles,number_of_active_edges,number_of_binary_variables
8.160156800062396,0.004682699916884303,1,MIQP_OPTIMAL,2,8,104
8.226840400020592,0.004586700000800192,1,MIQP_OPTIMAL,2,8,104
8.293548800051212,0.005120999994687736,1,MIQP_OPTIMAL,2,8,104
8.360213199979626,0.004495400004088879,1,MIQP_OPTIMAL,2,8,104
8.42683000001125,0.004879700019955635,1,MIQP_OPTIMAL,2,8,104
8.493527399958111,0.004992399946786463,1,MIQP_OPTIMAL,2,8,104
8.560166000039317,0.004926900030113757,1,MIQP_OPTIMAL,2,8,104
8.626831999979913,0.0057960000121966004,1,MIQP_OPTIMAL,2,8,104
8.69351909996476,0.00457530003041029,1,MIQP_OPTIMAL,2,8,104
8.76019050006289,0.005593599984422326,1,MIQP_OPTIMAL,2,8,104
8.826873100013472,0.005116000073030591,1,MIQP_OPTIMAL,2,8,104
8.893531300011091,0.0046206999104470015,1,MIQP_OPTIMAL,2,8,104
8.960176900029182,0.004502599942497909,1,MIQP_OPTIMAL,2,8,104
9.026865900028497,0.004668000037781894,1,MIQP_OPTIMAL,2,8,104
9.09356279997155,0.0049186000833287835,1,MIQP_OPTIMAL,2,8,104
9.160174799966626,0.004734000074677169,1,MIQP_OPTIMAL,2,8,104
